Performing Artist,Presenting Organization,Concert Date,Start Time,End Time,Concert Location,Location,Supervisor District,Year,Contact,Contact Info
Masanga Marimba,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Pamela Park,"2236 Goodall Ave
Duarte, CA 91010
(34.12347, -117.994302)",5,2021,Eseralda Fuentes,626 357-1619
Conganas,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,East Rancho Dominguez Park,"15116 S Atlantic Ave
Compton, CA 90221
(33.895348, -118.193301)",2,2021,Tracey Latson,310-603-3724
Rhythm Krewe,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Mona Park,"2291 E 121st St
Compton, CA 90222
(33.922146, -118.231582)",2,2021,Tianna Moore,310-603-3728
Street Corner Renaissance,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Mona Park,"2291 E 121st St
Compton, CA 90222
(33.922146, -118.231582)",2,2021,Tianna Moore,310-603-3728
Adelaide Pilar,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Salazar Park,"3864 Whittier Blvd
Los Angeles, CA 90023
(34.023918, -118.189997)",1,2021,Erica Rascon,323 260-2330
Conganas,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Allen J. Martin Park,"14830 E Giordano St
La Puente, CA 91744
(34.040196, -117.961696)",1,2021,Alice Gonzalez,626 918-5263
Rosalie Elena,Department of Parks and Recreation,06/26/2021,6:30pm,8:30pm,City Terrace Park,"1126 N Hazard Ave
E Los Angeles, CA 90063
(34.049422, -118.179415)",1,2021,Edgar Aldana,323 260-2371
Nichelle Monroe & Butterfly,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Valleydale Park,"5525 N Lark Ellen Ave
Azusa, CA 91702
(34.112219, -117.916433)",1,2021,Angelica Calleros,626 332-8020
Kotolan,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,Bethune Park,"1244 E 61st St
Los Angeles, CA 90001
(33.98432, -118.253087)",2,2021,Maurice Hunter,323-846-1895
Jessica Fichot,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Salazar Park,"3864 Whittier Blvd
Los Angeles, CA 90023
(34.023918, -118.189997)",1,2021,Erica Rascon,323 260-2330
Conjunto Jardin,Department of Parks and Recreation,06/26/2021,6:30pm,8:30pm,Belvedere Park,"4914 E Cesar Chavez Ave
Los Angeles, CA 90022
(34.04063, -118.158855)",1,2021,Anthony Brand,323 260-2342
The Hodads,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Valleydale Park,"5525 N Lark Ellen Ave
Azusa, CA 91702
(34.112219, -117.916433)",1,2021,Angelica Calleros,626 332-8020
Yolanda Johnson & All Star Band,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Sorensen Park,"11419 Rose Hedge Dr
Whittier, CA 90606
(33.978665, -118.061799)",4,2021,Matthew Galbraith,562-908-7763
Adelaide Pilar,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Pamela Park,"2236 Goodall Ave
Duarte, CA 91010
(34.12347, -117.994302)",5,2021,Eseralda Fuentes,626 357-1619
Tom Nolan Band,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,Colonel Leon Washington Park,"8908 S Maie Ave
Los Angeles, CA 90002
(33.956043, -118.244123)",2,2021,Dino Smiley,323-586-7205
Nichelle Monroe & Butterfly,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Mayberry Park,"13201 E Meyer Rd
Whittier, CA 90605
(33.929237, -118.051323)",4,2021,Mary Hernandez,562-944-7202 or 9727
Double Batch Daddy,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Helen Keller Park,"1045 W 126th St
Los Angeles, CA 90044
(33.918337, -118.293456)",2,2021,Mike Ealey,323-241-6702
Yari More Latin Band,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Valleydale Park,"5525 N Lark Ellen Ave
Azusa, CA 91702
(34.112219, -117.916433)",1,2021,Angelica Calleros,626 332-8020
Rhythm Krewe,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Bethune Park,"1244 E 61st St
Los Angeles, CA 90001
(33.98432, -118.253087)",2,2021,Maurice Hunter,323-846-1895
Susie Hansen Latin Band,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,East Rancho Dominguez Park,"15116 S Atlantic Ave
Compton, CA 90221
(33.895348, -118.193301)",2,2021,Tracey Latson,310-603-3724
Along for the Ride,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Saybrook Park,"6250 East Northside Dr
East LA, CA 90022",1,2021,Michelle Beltran,323 724-8546
Flogging Seagulls,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,Pamela Park,"2236 Goodall Ave
Duarte, CA 91010
(34.12347, -117.994302)",5,2021,Eseralda Fuentes,626 357-1619
LA Bluescasters,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Jesse Owens Park,"9651 S Western Ave
Los Angeles, CA 90047
(33.946143, -118.309002)",2,2021,Reginald Hamilton,323-241-6704
Incendio,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Val Verde Park,"30300 W Arlington Rd
Val Verde, CA 91384",5,2021,Darwin Lorenzo,661-257-4014
El Haru Kuroi,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Rimgrove Park,"747 Rimgrove Dr
La Puente, CA 91744
(34.031044, -117.919616)",1,2021,Abel Garnica,626 330-8798
Conganas,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Amigo Park,"5700 Juarez Ave
Whittier, CA 90606
(33.998591, -118.069581)",4,2021,Sandra Samaniego,526- 908-4702
Street Corner Renaissance,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Amigo Park,"5700 Juarez Ave
Whittier, CA 90606
(33.998591, -118.069581)",4,2021,Sandra Samaniego,526- 908-4702
Upstream,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Rimgrove Park,"747 Rimgrove Dr
La Puente, CA 91744
(34.031044, -117.919616)",1,2021,Abel Garnica,626 330-8798
Conjunto Jardin,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,San Angelo Park,"245 S San Angelo Ave
La Puente, CA 91746
(34.049843, -118.001827)",1,2021,LaCoya Pugh,626 333-6162
Yolanda Johnson & All Star Band,Department of Parks and Recreation,06/19/2021,6:30pm,8:30pm,San Angelo Park,"245 S San Angelo Ave
La Puente, CA 91746
(34.049843, -118.001827)",1,2021,LaCoya Pugh,626 333-6162
Upstream,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Helen Keller Park,"1045 W 126th St
Los Angeles, CA 90044
(33.918337, -118.293456)",2,2021,Mike Ealey,323-241-6702
Klezmer Juice Band,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Jackie Robinson Park,"8773 East Avenue
Littlerock, CA 93543
(34.572318, -117.972294)",5,2021,Jonathan Mejia,661-944-2880
Jessica Fichot,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,El Cariso Park,"13100 Hubbard St
Sylmar, CA 91342
(34.319383, -118.416865)",3,2021,Sandra Chapman,818-367-5043
Carol Bach Y Rita,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Allen J. Martin Park,"14830 E Giordano St
La Puente, CA 91744
(34.040196, -117.961696)",1,2021,Alice Gonzalez,626 918-5263
Cunao,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Saybrook Park,"6250 East Northside Dr
East LA, CA 90022",1,2021,Michelle Beltran,323 724-8546
Os Zagueiros,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,Roosevelt Park,"7600 Graham Ave
Los Angeles, CA 90001
(33.970204, -118.243026)",2,2021,Steven Rios,323-586-7228
Other Mother Brother Band,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Bassett Park,"510 N Vineland Ave
La Puente, CA 91746",1,2021,Mac Rodriguez,626 333-0959
Blue Breeze Band,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Stephen Sorensen Park,"16801 E Avenue
Lake Los Angeles, CA 93591
(34.587212, -117.830297)",5,2021,Regina Bradley,661-264-1249
Klezmer Juice Band,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,El Cariso Park,"13100 Hubbard St
Sylmar, CA 91342
(34.319383, -118.416865)",3,2021,Sandra Chapman,818-367-5043
Conjunto Jardin,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Bethune Park,"1244 E 61st St
Los Angeles, CA 90001
(33.98432, -118.253087)",2,2021,Maurice Hunter,323-846-1895
LA Bluescasters,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,San Angelo Park,"245 S San Angelo Ave
La Puente, CA 91746
(34.049843, -118.001827)",1,2021,LaCoya Pugh,626 333-6162
Cuicani,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Rimgrove Park,"747 Rimgrove Dr
La Puente, CA 91744
(34.031044, -117.919616)",1,2021,Abel Garnica,626 330-8798
Along for the Ride,Department of Parks and Recreation,07/03/2021,6:30pm,8:30pm,Allen J. Martin Park,"14830 E Giordano St
La Puente, CA 91744
(34.040196, -117.961696)",1,2021,Alice Gonzalez,626 918-5263
Tom Nolan Band,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,George Washington Carver Park,"1400 E 118th St
Los Angeles, CA 90059
(33.926349, -118.251074)",2,2021,Gina Morrow,323-357-3030
Rhythm Krewe,Department of Parks and Recreation,06/19/2021,6:30pm,8:30pm,Obregon Park,"4021 E First St
Los Angeles, CA 90063
(34.036429, -118.178366)",1,2021,Margarita Salgado,323 260-2344
Nancy Sanchez,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,San Angelo Park,"245 S San Angelo Ave
La Puente, CA 91746
(34.049843, -118.001827)",1,2021,LaCoya Pugh,626 333-6162
STIX,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Roosevelt Park,"7600 Graham Ave
Los Angeles, CA 90001
(33.970204, -118.243026)",2,2021,Steven Rios,323-586-7228
Blue Breeze Band,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Athens Park,"12603 S Broadway
Los Angeles, CA 90061
(33.918217, -118.278296)",2,2021,Guillermo Pedroza,323-241-6700
Paddy’s Pig,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Stephen Sorensen Park,"16801 E Avenue
Lake Los Angeles, CA 93591
(34.587212, -117.830297)",5,2021,Regina Bradley,661-264-1249
Mariachi Espectacular,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,City Terrace Park,"1126 N Hazard Ave
E Los Angeles, CA 90063
(34.049422, -118.179415)",1,2021,Edgar Aldana,323 260-2371
Nancy Sanchez,Department of Parks and Recreation,06/26/2021,6:30pm,8:30pm,Allen J. Martin Park,"14830 E Giordano St
La Puente, CA 91744
(34.040196, -117.961696)",1,2021,Alice Gonzalez,626 918-5263
Nichelle Monroe & Butterfly,Department of Parks and Recreation,07/31/2021,6:30pm,8:30pm,Helen Keller Park,"1045 W 126th St
Los Angeles, CA 90044
(33.918337, -118.293456)",2,2021,Mike Ealey,323-241-6702
Susie Hansen Latin Band,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Saybrook Park,"6250 East Northside Dr
East LA, CA 90022",1,2021,Michelle Beltran,323 724-8546
Rosalie Elena,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Pamela Park,"2236 Goodall Ave
Duarte, CA 91010
(34.12347, -117.994302)",5,2021,Eseralda Fuentes,626 357-1619
Maria de la Vega and The Wayward Five,Department of Parks and Recreation,07/10/2021,6:30pm,8:30pm,Val Verde Park,"30300 W Arlington Rd
Val Verde, CA 91384",5,2021,Darwin Lorenzo,661-257-4014
Alison Lewis Band-4,Department of Parks and Recreation,08/07/2021,6:30pm,8:30pm,Roosevelt Park,"7600 Graham Ave
Los Angeles, CA 90001
(33.970204, -118.243026)",2,2021,Steven Rios,323-586-7228
Klezmer Juice Band,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Salazar Park,"3864 Whittier Blvd
Los Angeles, CA 90023
(34.023918, -118.189997)",1,2021,Erica Rascon,323 260-2330
Along for the Ride,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Stephen Sorensen Park,"16801 E Avenue
Lake Los Angeles, CA 93591
(34.587212, -117.830297)",5,2021,Regina Bradley,661-264-1249
Lady COCO & Rhythm N Black,Department of Parks and Recreation,07/24/2021,6:30pm,8:30pm,Jesse Owens Park,"9651 S Western Ave
Los Angeles, CA 90047
(33.946143, -118.309002)",2,2021,Reginald Hamilton,323-241-6704
Carolina Hoyos,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Colonel Leon Washington Park,"8908 S Maie Ave
Los Angeles, CA 90002
(33.956043, -118.244123)",2,2021,Dino Smiley,323-586-7205
Opa Opa,Department of Parks and Recreation,07/17/2021,6:30pm,8:30pm,Bassett Park,"510 N Vineland Ave
La Puente, CA 91746",1,2021,Mac Rodriguez,626 333-0959
